Index,file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,1+wL*wG
100,20210808_Tvib300K_Trot300K.spec,230000,300,296,300,300,cython,300,fft,0.748093128204346,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628414983.20628,radis,1,0,0,0,1,1,CH4,CH4_2000_4000_1_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 7.581710815429688e-05, 'reinitialize': {'copy_database': 0.00035643577575683594, 'memory_usage_warning': 0.0037560462951660156, 'reset_population': 4.100799560546875e-05, 'value': 0.004180192947387695}, 'scaled_eq_linestrength': 0.003588438034057617, 'calc_lineshift': 0.0008089542388916016, 'calc_hwhm': 0.07648658752441406, 'generate_wavenumber_arrays': 0.008458852767944336, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.01763629913330078, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.00048804283142089844, 'DLM_Distribute_lines': 0.0005865097045898438, 'DLM_convolve': 0.6251370906829834, 'value': 0.6443812847137451}, 'calc_other_spectral_quan': 0.009978771209716797, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,2,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,5
101,20210808_Tvib300K_Trot300K_1.spec,230000,300,296,300,300,cython,300,voigt,0.112577676773071,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628414983.86228,radis,1,0,0,0,1,1,CH4,CH4_2000_4000_1_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.7206878662109375e-05, 'reinitialize': {'copy_database': 0.00020313262939453125, 'memory_usage_warning': 0.0015492439270019531, 'reset_population': 4.4345855712890625e-05, 'value': 0.0018157958984375}, 'scaled_eq_linestrength': 0.0034058094024658203, 'calc_lineshift': 0.00075531005859375, 'calc_hwhm': 0.015156030654907227, 'generate_wavenumber_arrays': 0.004233360290527344, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.008423089981079102, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0004649162292480469, 'DLM_Distribute_lines': 0.0003459453582763672, 'DLM_convolve': 0.06515240669250488, 'value': 0.07485675811767578}, 'calc_other_spectral_quan': 0.012195110321044922, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,2,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,5
102,20210808_Tvib300K_Trot300K_2.spec,230000,300,296,300,300,cython,300,fft,0.962284088134766,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415016.7983,radis,10,0,0,0,1,1,CH4,CH4_2000_4000_10_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 5.412101745605469e-05, 'reinitialize': {'copy_database': 0.0003159046173095703, 'memory_usage_warning': 0.0018541812896728516, 'reset_population': 2.288818359375e-05, 'value': 0.0022072792053222656}, 'scaled_eq_linestrength': 0.0024840831756591797, 'calc_lineshift': 0.0005702972412109375, 'calc_hwhm': 0.01208806037902832, 'generate_wavenumber_arrays': 0.004210710525512695, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.025199174880981445, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0004601478576660156, 'DLM_Distribute_lines': 0.0008683204650878906, 'DLM_convolve': 0.9032416343688965, 'value': 0.9303219318389893}, 'calc_other_spectral_quan': 0.010249137878417969, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
103,20210808_Tvib300K_Trot300K_3.spec,230000,300,296,300,300,cython,300,voigt,0.128029584884644,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415017.4743,radis,10,0,0,0,1,1,CH4,CH4_2000_4000_10_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 6.103515625e-05, 'reinitialize': {'copy_database': 0.0003497600555419922, 'memory_usage_warning': 0.0017268657684326172, 'reset_population': 2.6941299438476562e-05, 'value': 0.002118349075317383}, 'scaled_eq_linestrength': 0.002508878707885742, 'calc_lineshift': 0.0005359649658203125, 'calc_hwhm': 0.01449728012084961, 'generate_wavenumber_arrays': 0.0075817108154296875, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.009862661361694336, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.00040602684020996094, 'DLM_Distribute_lines': 0.0004611015319824219, 'DLM_convolve': 0.0791473388671875, 'value': 0.09061026573181152}, 'calc_other_spectral_quan': 0.010010242462158203, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
104,20210808_Tvib300K_Trot300K_4.spec,230000,300,296,300,300,cython,300,fft,0.864998579025269,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415052.91833,radis,100,0,0,0,1,1,CH4,CH4_2000_4000_100_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.363059997558594e-05, 'reinitialize': {'copy_database': 0.00033402442932128906, 'memory_usage_warning': 0.0026671886444091797, 'reset_population': 2.3126602172851562e-05, 'value': 0.0030395984649658203}, 'scaled_eq_linestrength': 0.00308990478515625, 'calc_lineshift': 0.0006284713745117188, 'calc_hwhm': 0.01074528694152832, 'generate_wavenumber_arrays': 0.005578041076660156, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.02224254608154297, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0003414154052734375, 'DLM_Distribute_lines': 0.0007531642913818359, 'DLM_convolve': 0.8100953102111816, 'value': 0.8339147567749023}, 'calc_other_spectral_quan': 0.007836103439331055, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
105,20210808_Tvib300K_Trot300K_5.spec,230000,300,296,300,300,cython,300,voigt,0.110583543777466,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415053.54233,radis,100,0,0,0,1,1,CH4,CH4_2000_4000_100_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.673004150390625e-05, 'reinitialize': {'copy_database': 0.00024199485778808594, 'memory_usage_warning': 0.00145721435546875, 'reset_population': 2.6941299438476562e-05, 'value': 0.001741170883178711}, 'scaled_eq_linestrength': 0.002633810043334961, 'calc_lineshift': 0.0005321502685546875, 'calc_hwhm': 0.01654362678527832, 'generate_wavenumber_arrays': 0.005838155746459961, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.009159088134765625, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.00038552284240722656, 'DLM_Distribute_lines': 0.0004055500030517578, 'DLM_convolve': 0.06452608108520508, 'value': 0.07494354248046875}, 'calc_other_spectral_quan': 0.008198738098144531, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
106,20210808_Tvib300K_Trot300K_6.spec,230000,300,296,300,300,cython,300,fft,0.864590644836426,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415084.95835,radis,1000,0,0,0,1,1,CH4,CH4_2000_4000_1000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 5.245208740234375e-05, 'reinitialize': {'copy_database': 0.000997304916381836, 'memory_usage_warning': 0.0020284652709960938, 'reset_population': 2.86102294921875e-05, 'value': 0.003072023391723633}, 'scaled_eq_linestrength': 0.0031523704528808594, 'calc_lineshift': 0.00060272216796875, 'calc_hwhm': 0.00989532470703125, 'generate_wavenumber_arrays': 0.004359245300292969, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.02280569076538086, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0004246234893798828, 'DLM_Distribute_lines': 0.0012061595916748047, 'DLM_convolve': 0.8094077110290527, 'value': 0.8343198299407959}, 'calc_other_spectral_quan': 0.00903463363647461, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
107,20210808_Tvib300K_Trot300K_7.spec,230000,300,296,300,300,cython,300,voigt,0.116716623306274,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415085.60635,radis,1000,0,0,0,1,1,CH4,CH4_2000_4000_1000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 5.3882598876953125e-05, 'reinitialize': {'copy_database': 0.0003731250762939453, 'memory_usage_warning': 0.0014910697937011719, 'reset_population': 2.5987625122070312e-05, 'value': 0.001905679702758789}, 'scaled_eq_linestrength': 0.0031511783599853516, 'calc_lineshift': 0.0005805492401123047, 'calc_hwhm': 0.015856027603149414, 'generate_wavenumber_arrays': 0.005148172378540039, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.013068199157714844, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0006024837493896484, 'DLM_Distribute_lines': 0.0004999637603759766, 'DLM_convolve': 0.06629800796508789, 'value': 0.08095240592956543}, 'calc_other_spectral_quan': 0.008965492248535156, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
108,20210808_Tvib300K_Trot300K_8.spec,230000,300,296,300,300,cython,300,fft,0.886989116668701,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415117.19031,radis,10000,0,0,0,1,1,CH4,CH4_2000_4000_10000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.553794860839844e-05, 'reinitialize': {'copy_database': 0.0014200210571289062, 'memory_usage_warning': 0.0017025470733642578, 'reset_population': 2.5033950805664062e-05, 'value': 0.0031652450561523438}, 'scaled_eq_linestrength': 0.003113269805908203, 'calc_lineshift': 0.000583648681640625, 'calc_hwhm': 0.011803627014160156, 'generate_wavenumber_arrays': 0.0041539669036865234, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.024298429489135742, 'DLM_Initialized_vectors': 1.0728836059570312e-05, 'DLM_closest_matching_line': 0.0010771751403808594, 'DLM_Distribute_lines': 0.0009310245513916016, 'DLM_convolve': 0.829012393951416, 'value': 0.8558874130249023}, 'calc_other_spectral_quan': 0.008143901824951172, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
109,20210808_Tvib300K_Trot300K_9.spec,230000,300,296,300,300,cython,300,voigt,0.111765146255493,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415117.87029,radis,10000,0,0,0,1,1,CH4,CH4_2000_4000_10000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 6.461143493652344e-05, 'reinitialize': {'copy_database': 0.0010268688201904297, 'memory_usage_warning': 0.0015256404876708984, 'reset_population': 2.7894973754882812e-05, 'value': 0.002597332000732422}, 'scaled_eq_linestrength': 0.004821300506591797, 'calc_lineshift': 0.0008597373962402344, 'calc_hwhm': 0.015221595764160156, 'generate_wavenumber_arrays': 0.0038428306579589844, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.00893712043762207, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0009398460388183594, 'DLM_Distribute_lines': 0.0007085800170898438, 'DLM_convolve': 0.06445789337158203, 'value': 0.07554340362548828}, 'calc_other_spectral_quan': 0.008711099624633789, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
110,20210808_Tvib300K_Trot300K_10.spec,230000,300,296,300,300,cython,300,fft,0.913547039031982,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415148.78541,radis,100000,0,0,0,1,1,CH4,CH4_2000_4000_100000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.315376281738281e-05, 'reinitialize': {'copy_database': 0.009334325790405273, 'memory_usage_warning': 0.0014996528625488281, 'reset_population': 2.6941299438476562e-05, 'value': 0.0108795166015625}, 'scaled_eq_linestrength': 0.007897377014160156, 'calc_lineshift': 0.0010881423950195312, 'calc_hwhm': 0.015704631805419922, 'generate_wavenumber_arrays': 0.0051059722900390625, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.021868228912353516, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.004449129104614258, 'DLM_Distribute_lines': 0.002702474594116211, 'DLM_convolve': 0.8339457511901855, 'value': 0.8634665012359619}, 'calc_other_spectral_quan': 0.00925898551940918, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
111,20210808_Tvib300K_Trot300K_11.spec,230000,300,296,300,300,cython,300,voigt,0.142114400863647,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415149.49739,radis,100000,0,0,0,1,1,CH4,CH4_2000_4000_100000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 5.245208740234375e-05, 'reinitialize': {'copy_database': 0.01222538948059082, 'memory_usage_warning': 0.001627206802368164, 'reset_population': 4.601478576660156e-05, 'value': 0.01391744613647461}, 'scaled_eq_linestrength': 0.008353710174560547, 'calc_lineshift': 0.0008313655853271484, 'calc_hwhm': 0.026604413986206055, 'generate_wavenumber_arrays': 0.004164695739746094, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.009418487548828125, 'DLM_Initialized_vectors': 7.3909759521484375e-06, 'DLM_closest_matching_line': 0.0046842098236083984, 'DLM_Distribute_lines': 0.002330780029296875, 'DLM_convolve': 0.06326699256896973, 'value': 0.0800933837890625}, 'calc_other_spectral_quan': 0.007993459701538086, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,7
112,20210808_Tvib300K_Trot300K_12.spec,230000,300,296,300,300,cython,300,fft,6.26103091239929,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415185.69248,radis,1000000,0,0,0,1,1,CH4,CH4_2000_4000_1000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.363059997558594e-05, 'reinitialize': {'copy_database': 0.11871790885925293, 'memory_usage_warning': 0.001516580581665039, 'reset_population': 2.47955322265625e-05, 'value': 0.12027740478515625}, 'scaled_eq_linestrength': 0.039048194885253906, 'calc_lineshift': 0.003447294235229492, 'calc_hwhm': 0.044036865234375, 'generate_wavenumber_arrays': 0.009351730346679688, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.30887317657470703, 'DLM_Initialized_vectors': 9.775161743164062e-06, 'DLM_closest_matching_line': 0.05890059471130371, 'DLM_Distribute_lines': 0.06614804267883301, 'DLM_convolve': 5.596331596374512, 'value': 6.036777019500732}, 'calc_other_spectral_quan': 0.007929086685180664, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,5,10,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,51
113,20210808_Tvib300K_Trot300K_13.spec,230000,300,296,300,300,cython,300,voigt,1.049635887146,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415187.38444,radis,1000000,0,0,0,1,1,CH4,CH4_2000_4000_1000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 7.295608520507812e-05, 'reinitialize': {'copy_database': 0.16438984870910645, 'memory_usage_warning': 0.0015482902526855469, 'reset_population': 2.6226043701171875e-05, 'value': 0.16598248481750488}, 'scaled_eq_linestrength': 0.04402780532836914, 'calc_lineshift': 0.003878355026245117, 'calc_hwhm': 0.09888315200805664, 'generate_wavenumber_arrays': 0.0061261653900146484, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07952547073364258, 'DLM_Initialized_vectors': 1.2636184692382812e-05, 'DLM_closest_matching_line': 0.0547792911529541, 'DLM_Distribute_lines': 0.06998586654663086, 'DLM_convolve': 0.514676570892334, 'value': 0.7227251529693604}, 'calc_other_spectral_quan': 0.007831811904907227, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,5,10,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,51
114,20210808_Tvib300K_Trot300K_14.spec,230000,300,296,300,300,cython,300,fft,6.72744822502136,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415224.12764,radis,2000000,0,0,0,1,1,CH4,CH4_2000_4000_2000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.4345855712890625e-05, 'reinitialize': {'copy_database': 0.3193328380584717, 'memory_usage_warning': 0.0018825531005859375, 'reset_population': 2.5272369384765625e-05, 'value': 0.3212583065032959}, 'scaled_eq_linestrength': 0.07250237464904785, 'calc_lineshift': 0.005904674530029297, 'calc_hwhm': 0.07116055488586426, 'generate_wavenumber_arrays': 0.013390779495239258, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.32253599166870117, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.1058037281036377, 'DLM_Distribute_lines': 0.10511946678161621, 'DLM_convolve': 5.695649862289429, 'value': 6.235431432723999}, 'calc_other_spectral_quan': 0.007655620574951172, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,5,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,56
115,20210808_Tvib300K_Trot300K_15.spec,230000,300,296,300,300,cython,300,voigt,1.44779491424561,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415226.22759,radis,2000000,0,0,0,1,1,CH4,CH4_2000_4000_2000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.100799560546875e-05, 'reinitialize': {'copy_database': 0.30454206466674805, 'memory_usage_warning': 0.0017168521881103516, 'reset_population': 2.5510787963867188e-05, 'value': 0.3063192367553711}, 'scaled_eq_linestrength': 0.07448053359985352, 'calc_lineshift': 0.005965471267700195, 'calc_hwhm': 0.18425416946411133, 'generate_wavenumber_arrays': 0.008489847183227539, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.08370590209960938, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.10194182395935059, 'DLM_Distribute_lines': 0.10251379013061523, 'DLM_convolve': 0.5678799152374268, 'value': 0.8601694107055664}, 'calc_other_spectral_quan': 0.00797414779663086, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,5,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,56
116,20210808_Tvib300K_Trot300K_16.spec,230000,300,296,300,300,cython,300,fft,8.31602001190186,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415263.34288,radis,3000000,0,0,0,1,1,CH4,CH4_2000_4000_3000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.410743713378906e-05, 'reinitialize': {'copy_database': 0.565070629119873, 'memory_usage_warning': 0.0017201900482177734, 'reset_population': 2.5510787963867188e-05, 'value': 0.5668346881866455}, 'scaled_eq_linestrength': 0.11794710159301758, 'calc_lineshift': 0.008548498153686523, 'calc_hwhm': 0.13625192642211914, 'generate_wavenumber_arrays': 0.019596576690673828, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.3992586135864258, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.15509271621704102, 'DLM_Distribute_lines': 0.14795351028442383, 'DLM_convolve': 6.747863531112671, 'value': 7.458770990371704}, 'calc_other_spectral_quan': 0.00792241096496582, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,6,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,67
117,20210808_Tvib300K_Trot300K_17.spec,230000,300,296,300,300,cython,300,voigt,1.96785998344421,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415266.01083,radis,3000000,0,0,0,1,1,CH4,CH4_2000_4000_3000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.315376281738281e-05, 'reinitialize': {'copy_database': 0.4588327407836914, 'memory_usage_warning': 0.0014920234680175781, 'reset_population': 2.574920654296875e-05, 'value': 0.4603688716888428}, 'scaled_eq_linestrength': 0.10868287086486816, 'calc_lineshift': 0.008987903594970703, 'calc_hwhm': 0.2710878849029541, 'generate_wavenumber_arrays': 0.01067495346069336, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.10221982002258301, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.15084481239318848, 'DLM_Distribute_lines': 0.14934206008911133, 'DLM_convolve': 0.6921484470367432, 'value': 1.1002295017242432}, 'calc_other_spectral_quan': 0.0076808929443359375, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,6,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,67
118,20210808_Tvib300K_Trot300K_18.spec,230000,300,296,300,300,cython,300,fft,12.2698624134064,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415308.87012,radis,4000000,0,0,0,1,1,CH4,CH4_2000_4000_4000000_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 4.506111145019531e-05, 'reinitialize': {'copy_database': 0.8003389835357666, 'memory_usage_warning': 0.002123594284057617, 'reset_population': 4.673004150390625e-05, 'value': 0.8025314807891846}, 'scaled_eq_linestrength': 0.18056774139404297, 'calc_lineshift': 0.027647018432617188, 'calc_hwhm': 0.1819014549255371, 'generate_wavenumber_arrays': 0.025249958038330078, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.4276571273803711, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.19933009147644043, 'DLM_Distribute_lines': 0.24524545669555664, 'DLM_convolve': 10.159230470657349, 'value': 11.041969060897827}, 'calc_other_spectral_quan': 0.009822607040405273, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,7,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,78
119,20210808_Tvib300K_Trot300K_19.spec,230000,300,296,300,300,cython,300,voigt,2.98260283470154,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3",1628415312.61806,radis,4000000,0,0,0,1,1,CH4,CH4_2000_4000_4000000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 7.939338684082031e-05, 'reinitialize': {'copy_database': 0.7228455543518066, 'memory_usage_warning': 0.0021576881408691406, 'reset_population': 3.0279159545898438e-05, 'value': 0.725055456161499}, 'scaled_eq_linestrength': 0.17531704902648926, 'calc_lineshift': 0.015458822250366211, 'calc_hwhm': 0.4953439235687256, 'generate_wavenumber_arrays': 0.018749475479125977, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.1470165252685547, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.24699759483337402, 'DLM_Distribute_lines': 0.2621572017669678, 'DLM_convolve': 0.8812270164489746, 'value': 1.5447728633880615}, 'calc_other_spectral_quan': 0.007695913314819336, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,4398730,boltzmann,7,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,78
